id,user_id,order_time,item_total,shipping_cost,discounts_applied,payment_reject
56,4922,2016-01-01 11:48:17,132.02,15,,FALSE
57,6431,2016-01-01 11:52:31,127.9,15,,FALSE
58,6034,2016-01-01 12:06:58,147.15,15,,FALSE
59,4160,2016-01-01 12:09:59,108.26,10,,FALSE
60,8404,2016-01-01 12:10:18,100.72,20,,FALSE
61,8664,2016-01-01 12:22:52,85.63,10,,FALSE
62,9753,2016-01-01 12:40:42,113.83,10,,FALSE
63,9324,2016-01-01 13:07:41,190.42,15,,FALSE
64,589,2016-01-01 13:19:00,90.58,10,,FALSE
65,727,2016-01-01 13:26:50,52.24,10,,FALSE
66,5640,2016-01-01 13:47:39,184.49,15,,FALSE
67,4627,2016-01-01 14:10:35,170.85,15,,FALSE
68,6708,2016-01-01 14:11:00,125.99,15,,FALSE
69,3413,2016-01-01 14:15:10,87.96,10,,FALSE
70,7748,2016-01-01 14:20:02,129.62,15,,FALSE
71,6376,2016-01-01 14:30:26,169.27,25,5,FALSE
72,359,2016-01-01 14:34:13,158.55,15,,FALSE
73,3717,2016-01-01 14:36:36,70.72,10,,FALSE
74,467,2016-01-01 15:06:50,132.84,15,5,FALSE
75,1541,2016-01-01 15:21:59,192.64,15,,FALSE
76,1314,2016-01-01 15:32:18,97.51,10,,FALSE
77,8677,2016-01-01 15:50:18,170.83,15,,FALSE
78,8079,2016-01-01 16:10:22,158.33,15,,FALSE
79,3040,2016-01-01 16:13:22,155.17,25,,FALSE
80,995,2016-01-01 16:17:36,96.24,10,,FALSE
81,6868,2016-01-01 16:43:27,122.74,15,,FALSE
82,1351,2016-01-01 17:00:36,119.81,15,,FALSE
83,2711,2016-01-01 17:04:56,84.96,10,,FALSE
84,6110,2016-01-01 17:07:59,65.08,10,,FALSE
85,8138,2016-01-01 17:10:22,163.08,15,,FALSE
86,5097,2016-01-01 17:32:34,89.31,10,,FALSE
87,524,2016-01-01 17:37:48,163.18,15,,FALSE
88,210,2016-01-01 17:55:00,101.99,10,,FALSE
89,3098,2016-01-01 17:55:26,112.25,10,,FALSE
90,4154,2016-01-01 18:05:23,130.92,15,,FALSE
91,1460,2016-01-01 18:06:26,203.71,15,,FALSE
92,3257,2016-01-01 18:13:53,113,10,,FALSE
93,6614,2016-01-01 18:24:28,121.26,15,,FALSE
94,553,2016-01-01 18:26:55,66.52,10,,FALSE
95,5831,2016-01-01 18:58:23,118.28,15,,FALSE
96,6371,2016-01-01 19:03:22,103.67,10,,FALSE
97,8544,2016-01-01 19:13:52,159.33,15,,FALSE
98,33,2016-01-01 19:14:25,89.83,20,,FALSE
99,2405,2016-01-01 19:39:42,166.06,15,,FALSE
100,906,2016-01-01 19:54:00,161.06,25,,FALSE
101,8148,2016-01-01 19:59:15,187.98,15,,FALSE
102,9852,2016-01-01 20:22:17,96.55,10,,FALSE
103,5944,2016-01-01 20:37:31,157.95,15,,FALSE
104,4932,2016-01-01 20:40:22,103.45,10,,FALSE
105,3684,2016-01-01 21:07:44,132.08,15,,FALSE
106,2821,2016-01-01 21:30:46,125.02,15,,FALSE
107,4688,2016-01-01 21:42:49,107.64,10,,FALSE
108,3304,2016-01-01 21:50:56,135.67,15,,FALSE
109,419,2016-01-01 21:51:32,187.64,15,,FALSE
110,7936,2016-01-01 21:51:56,67.37,10,,FALSE
111,2151,2016-01-01 22:30:32,86.52,10,5,FALSE
112,9668,2016-01-01 23:05:11,174.32,15,,FALSE
113,4930,2016-01-01 23:09:55,104.91,10,,FALSE
114,3657,2016-01-01 23:13:04,163.76,15,,FALSE
115,5115,2016-01-01 23:21:22,110.24,10,,FALSE
116,8476,2016-01-01 23:23:46,158.97,15,,FALSE
117,7748,2016-01-01 23:45:54,169.8,15,5,FALSE
118,3763,2016-01-01 23:52:38,123.84,15,,FALSE
119,8470,2016-01-01 23:55:43,61.37,10,,FALSE
120,4727,2016-01-02 0:17:34,79.77,10,,FALSE
121,6149,2016-01-02 0:23:07,119.77,15,,FALSE
122,5516,2016-01-02 0:49:46,129.35,15,,FALSE
123,4076,2016-01-02 1:00:40,166.78,15,,FALSE
124,5206,2016-01-02 1:27:25,148.84,15,,FALSE
125,8390,2016-01-02 1:31:28,124.1,15,,FALSE
126,8317,2016-01-02 1:41:11,86.11,10,,FALSE
127,1494,2016-01-02 1:48:40,52.39,10,5,FALSE
128,4312,2016-01-02 2:20:09,116.48,15,,FALSE
129,5575,2016-01-02 2:29:10,75.04,10,,FALSE
130,5203,2016-01-02 2:37:07,120.46,15,,FALSE
131,2600,2016-01-02 2:42:45,137.13,15,,FALSE
132,7018,2016-01-02 2:45:34,104.07,10,,FALSE
133,5264,2016-01-02 2:50:18,172.43,15,,FALSE
134,9161,2016-01-02 2:50:28,109.36,10,,FALSE
135,3338,2016-01-02 2:58:08,121.82,15,,FALSE
136,3876,2016-01-02 3:07:14,117.58,15,,FALSE
137,4533,2016-01-02 3:13:20,175.53,15,,FALSE
138,2965,2016-01-02 3:21:45,137.93,15,,FALSE
139,1846,2016-01-02 3:23:59,156.09,15,,FALSE
140,7608,2016-01-02 3:25:55,143.22,15,,FALSE
141,1935,2016-01-02 3:35:43,60.01,10,,FALSE
142,6956,2016-01-02 4:00:16,133.46,15,5,FALSE
143,2639,2016-01-02 4:01:19,86.47,10,,FALSE
144,4869,2016-01-02 4:08:37,110.94,10,,FALSE
145,7339,2016-01-02 4:12:16,178.86,15,,FALSE
146,3300,2016-01-02 4:30:03,150.88,15,,FALSE
147,8670,2016-01-02 4:42:14,83.16,10,5,FALSE
148,5250,2016-01-02 5:03:21,96.83,10,5,FALSE
149,1039,2016-01-02 5:23:30,82.58,10,,FALSE
150,965,2016-01-02 5:25:06,129.65,25,,FALSE
151,412,2016-01-02 5:32:28,98.2,10,,FALSE
152,813,2016-01-02 5:36:08,213.99,25,,FALSE
153,772,2016-01-02 5:38:07,83.64,10,,FALSE
154,168,2016-01-02 5:42:10,138.57,15,,FALSE
155,6241,2016-01-02 5:50:43,122.8,15,,FALSE
156,3290,2016-01-02 6:32:24,165.96,15,,FALSE
157,3868,2016-01-02 6:34:01,152.21,15,,FALSE
158,9500,2016-01-02 6:48:03,180.57,15,,FALSE
159,1178,2016-01-02 6:50:53,52.45,10,,FALSE
160,9776,2016-01-02 6:52:18,148.25,25,,FALSE
161,1234,2016-01-02 6:55:22,122.33,15,,FALSE
162,2416,2016-01-02 7:01:08,66.98,10,,FALSE
163,8665,2016-01-02 7:17:23,95.77,10,,FALSE
164,7683,2016-01-02 7:18:27,98.66,10,,FALSE
165,7864,2016-01-02 7:55:32,75.97,10,,FALSE
166,927,2016-01-02 7:57:08,66.1,10,,FALSE
167,1812,2016-01-02 8:13:25,111.21,10,,FALSE
168,8257,2016-01-02 8:56:30,158.97,15,,FALSE
169,4565,2016-01-02 8:57:00,146.94,15,,FALSE
170,9626,2016-01-02 9:01:11,101.32,10,,FALSE
171,6409,2016-01-02 9:03:32,190.12,15,,FALSE
172,3413,2016-01-02 9:15:37,147.66,15,,FALSE
173,6038,2016-01-02 9:21:21,129.83,15,,FALSE
174,8961,2016-01-02 9:28:15,152.44,25,,FALSE
175,3257,2016-01-02 9:29:00,130.89,15,,FALSE
176,485,2016-01-02 9:36:47,59.08,10,,FALSE
177,9147,2016-01-02 9:43:35,114.09,10,,TRUE
178,761,2016-01-02 9:50:01,67.47,10,,FALSE
179,9386,2016-01-02 9:54:27,162.1,15,,FALSE
180,1064,2016-01-02 10:12:05,142.48,25,,FALSE
181,4679,2016-01-02 10:35:14,82.3,10,,FALSE
182,9004,2016-01-02 10:38:15,149.04,15,,FALSE
183,4638,2016-01-02 10:41:40,126.12,15,,FALSE
184,5208,2016-01-02 10:47:58,162.51,15,,FALSE
185,9583,2016-01-02 10:53:40,167.73,25,5,FALSE
186,6100,2016-01-02 11:03:13,100.63,10,,FALSE
187,3278,2016-01-02 11:21:32,74.32,10,,FALSE
188,3245,2016-01-02 11:26:21,126.86,15,,FALSE
189,9543,2016-01-02 11:36:09,165.96,15,,FALSE
190,534,2016-01-02 11:43:19,109.06,10,,FALSE
191,2850,2016-01-02 11:49:04,101.59,10,,FALSE
192,6626,2016-01-02 12:28:13,202.02,15,,FALSE
193,7419,2016-01-02 12:36:49,151.82,15,,FALSE
194,9327,2016-01-02 12:49:07,160.63,15,,FALSE
195,9924,2016-01-02 13:02:34,142.67,25,,FALSE
196,4514,2016-01-02 13:12:43,156.8,15,,FALSE
197,9882,2016-01-02 13:17:56,169.52,15,,FALSE
198,6278,2016-01-02 13:18:02,123.22,15,,FALSE
199,2503,2016-01-02 13:23:10,117.36,15,,FALSE
200,6519,2016-01-02 13:35:57,133.98,15,,FALSE
201,8656,2016-01-02 13:54:34,132.18,25,,FALSE
202,7873,2016-01-02 14:19:57,203.07,15,,FALSE
203,4632,2016-01-02 14:21:06,154.73,15,5,FALSE
204,6898,2016-01-02 14:27:02,90,10,,FALSE
205,9768,2016-01-02 14:39:47,211.32,25,,FALSE
206,8839,2016-01-02 14:41:32,135.6,15,,FALSE
207,4616,2016-01-02 14:48:51,126.96,15,5,FALSE
208,3821,2016-01-02 14:51:42,88.2,10,,FALSE
209,6968,2016-01-02 14:57:45,116.49,15,5,FALSE
210,445,2016-01-02 15:03:04,162.16,15,,FALSE
211,4147,2016-01-02 15:05:12,118.82,15,,FALSE
212,346,2016-01-02 15:05:47,156.65,15,,FALSE
213,6602,2016-01-02 15:13:58,93.17,10,,FALSE
214,1317,2016-01-02 15:21:18,151.64,15,,FALSE
215,2186,2016-01-02 15:21:31,145.45,15,,FALSE
216,795,2016-01-02 15:29:36,92.95,10,,FALSE
217,2974,2016-01-02 15:36:58,128.44,25,,FALSE
218,7345,2016-01-02 15:39:43,96.82,10,,FALSE
219,2427,2016-01-02 16:05:54,122.41,15,,FALSE
220,1886,2016-01-02 16:06:38,93.71,10,,FALSE
221,5605,2016-01-02 16:44:24,112.86,10,,FALSE
222,9145,2016-01-02 16:52:53,99.51,10,5,FALSE
223,4040,2016-01-02 17:00:19,136.91,15,,FALSE
224,7320,2016-01-02 17:09:02,139.72,15,,FALSE
225,5949,2016-01-02 17:25:05,66.73,10,,FALSE
226,2729,2016-01-02 17:51:27,104.99,10,,FALSE
227,5632,2016-01-02 17:58:54,60.58,10,,FALSE
228,1268,2016-01-02 18:10:48,167.81,15,,FALSE
229,4035,2016-01-02 18:24:59,55.31,10,,FALSE
230,7938,2016-01-02 18:32:33,113.91,10,,FALSE
231,7548,2016-01-02 18:33:24,115.31,25,,FALSE
232,9482,2016-01-02 18:47:26,62.3,10,,FALSE
233,9668,2016-01-02 19:01:44,118.78,15,,FALSE
234,8816,2016-01-02 19:16:27,110.48,10,,FALSE
235,7931,2016-01-02 19:28:34,116.69,15,,FALSE
236,550,2016-01-02 19:31:16,132.29,15,,FALSE
237,3356,2016-01-02 19:33:05,168.89,15,,FALSE
238,1573,2016-01-02 19:37:11,129.4,15,,FALSE
239,4284,2016-01-02 20:00:08,125.74,15,,FALSE
240,8919,2016-01-02 20:31:56,151.47,15,,FALSE
241,5100,2016-01-02 20:34:25,130.32,25,,FALSE
242,3934,2016-01-02 20:39:27,96.78,10,5,FALSE
243,2631,2016-01-02 20:42:47,84.77,10,,FALSE
244,4966,2016-01-02 20:54:34,83.68,10,,FALSE
245,7545,2016-01-02 21:02:56,126.44,15,,FALSE
246,155,2016-01-02 21:10:59,142.18,15,,FALSE
247,7547,2016-01-02 21:11:01,69.02,10,,FALSE
248,6564,2016-01-02 21:22:50,135.57,25,,FALSE
249,9020,2016-01-02 21:28:49,93.59,10,,FALSE
250,13,2016-01-02 21:29:32,135.03,15,,FALSE
251,8431,2016-01-02 21:51:07,102.96,10,,FALSE
252,3286,2016-01-02 21:59:44,189.26,15,,FALSE
253,2363,2016-01-02 22:03:43,140.58,15,,TRUE
254,9126,2016-01-02 22:06:14,90.61,10,,FALSE
255,6989,2016-01-02 22:12:58,140.94,15,,FALSE
256,9232,2016-01-02 22:33:19,191.13,25,,FALSE
257,8593,2016-01-02 22:35:56,115.31,15,,FALSE
258,5765,2016-01-02 22:42:04,159.52,15,,FALSE
259,6277,2016-01-02 22:49:38,119.43,15,,FALSE
260,6678,2016-01-02 22:50:43,63.18,10,,FALSE
261,578,2016-01-02 23:03:51,80.28,10,,FALSE
262,535,2016-01-02 23:05:14,103.12,10,,FALSE
263,5801,2016-01-02 23:13:57,100.81,10,,FALSE
264,1121,2016-01-02 23:23:41,113.18,10,,FALSE
265,3886,2016-01-02 23:31:10,63.8,10,,FALSE
266,9615,2016-01-02 23:47:10,108.1,10,,FALSE
267,4550,2016-01-02 23:49:53,128.56,25,5,FALSE
268,7424,2016-01-03 0:03:55,134.46,15,5,FALSE
269,489,2016-01-03 0:12:54,167.99,15,,FALSE
270,5084,2016-01-03 0:14:41,137.77,15,,FALSE
271,1102,2016-01-03 0:29:25,113.41,10,5,FALSE
272,7361,2016-01-03 0:29:56,147.3,15,,FALSE
273,2940,2016-01-03 0:34:01,141.69,15,,FALSE
274,8194,2016-01-03 0:41:20,117.84,15,,FALSE
275,8349,2016-01-03 0:49:11,167.21,15,5,FALSE
276,4739,2016-01-03 0:55:09,199.13,15,,FALSE
277,687,2016-01-03 0:56:26,167.13,15,,FALSE
278,4172,2016-01-03 1:15:57,99.05,10,,FALSE
279,5755,2016-01-03 1:17:41,111.86,10,,FALSE
280,9285,2016-01-03 1:35:07,114.02,10,,FALSE
281,2457,2016-01-03 1:45:06,115.06,15,,FALSE
282,1625,2016-01-03 1:46:19,111.76,10,,FALSE
283,9291,2016-01-03 1:50:33,125.24,25,,FALSE
284,1660,2016-01-03 2:06:46,115.52,15,,FALSE
285,1824,2016-01-03 2:18:46,61.61,10,,FALSE
286,4092,2016-01-03 2:26:27,122.66,15,,FALSE
287,4345,2016-01-03 2:30:37,111.46,10,,FALSE
288,7427,2016-01-03 2:37:43,140.95,15,,FALSE
289,1375,2016-01-03 3:28:34,144.81,25,,FALSE
290,8353,2016-01-03 3:35:10,105.94,10,,FALSE
291,2744,2016-01-03 3:35:35,63.63,10,,FALSE
292,8573,2016-01-03 3:38:21,84.76,10,,FALSE
293,2158,2016-01-03 3:47:54,106.97,10,,FALSE
294,4076,2016-01-03 3:48:58,130.41,15,,FALSE
295,8424,2016-01-03 3:58:42,123.09,15,,FALSE
296,8870,2016-01-03 4:15:04,138.46,15,,FALSE
297,6962,2016-01-03 4:28:00,174.65,15,,FALSE
298,9423,2016-01-03 4:41:21,115.3,15,,FALSE
299,2578,2016-01-03 5:02:54,98.22,10,,FALSE
300,5234,2016-01-03 5:06:45,85.12,10,,FALSE
301,6006,2016-01-03 5:14:12,113.93,10,,FALSE
302,7035,2016-01-03 5:28:28,120.51,15,,FALSE
303,1149,2016-01-03 5:34:03,124.89,15,,FALSE
304,3657,2016-01-03 5:34:18,191.29,15,,FALSE
305,1026,2016-01-03 5:36:09,190.81,15,,FALSE
306,5797,2016-01-03 5:40:50,141.24,15,,FALSE
307,7683,2016-01-03 5:58:09,90.13,10,,FALSE
308,61,2016-01-03 6:47:34,159.84,15,,FALSE
309,1204,2016-01-03 6:51:02,85.83,10,,FALSE
310,7203,2016-01-03 7:02:43,97.38,10,5,FALSE
311,5132,2016-01-03 7:06:04,154.19,15,,FALSE
312,3596,2016-01-03 7:09:03,129.21,15,,FALSE
313,638,2016-01-03 7:47:28,149.06,15,,FALSE
314,3064,2016-01-03 7:48:58,161.24,15,,FALSE
315,2813,2016-01-03 8:20:20,106.49,20,,FALSE
316,2447,2016-01-03 8:22:17,115.9,15,,FALSE
317,8777,2016-01-03 8:41:03,130.17,15,,FALSE
318,9679,2016-01-03 8:53:48,128.44,25,,FALSE
319,2276,2016-01-03 8:59:07,112.68,10,,FALSE
320,5359,2016-01-03 9:20:03,119.49,15,,FALSE
321,9643,2016-01-03 9:29:56,119.94,15,,FALSE
322,3372,2016-01-03 9:31:26,134.26,15,,FALSE
323,4999,2016-01-03 9:44:09,99.94,10,,FALSE
324,1360,2016-01-03 9:53:56,132.55,15,,FALSE
325,7087,2016-01-03 9:58:15,135.07,15,,FALSE
326,4880,2016-01-03 10:01:59,137.94,15,,FALSE
327,2532,2016-01-03 10:10:04,99.56,10,,FALSE
328,4086,2016-01-03 10:13:07,190.01,15,,FALSE
329,4092,2016-01-03 10:27:11,132.65,15,,FALSE
330,225,2016-01-03 10:40:42,187.68,25,,FALSE
331,7358,2016-01-03 10:49:14,98.86,10,,FALSE
332,4676,2016-01-03 10:58:16,109.93,10,,FALSE
333,1223,2016-01-03 11:03:27,63.32,10,5,FALSE
334,8994,2016-01-03 11:11:52,126.5,15,,FALSE
335,5193,2016-01-03 11:15:46,132.7,15,,FALSE
336,5986,2016-01-03 11:30:55,82.44,20,,FALSE
337,7127,2016-01-03 11:56:14,60.73,10,,FALSE
338,3413,2016-01-03 12:05:37,143.59,15,,FALSE
339,7927,2016-01-03 12:08:23,116.39,15,,FALSE
340,8964,2016-01-03 12:21:01,72.26,10,,FALSE
341,7261,2016-01-03 12:39:04,152.25,15,,FALSE
342,1864,2016-01-03 12:46:30,101.04,20,,FALSE
343,3546,2016-01-03 12:47:26,85.72,10,,FALSE
344,8633,2016-01-03 12:52:58,96.39,10,,FALSE
345,3374,2016-01-03 12:55:54,158.91,15,,FALSE
346,1839,2016-01-03 13:05:31,133.53,25,,FALSE
347,1856,2016-01-03 13:06:10,93.75,20,,FALSE
348,6114,2016-01-03 13:24:45,170.37,15,,FALSE
349,8710,2016-01-03 14:22:11,153.3,15,,FALSE
350,9098,2016-01-03 14:24:10,147.47,15,,FALSE
351,1292,2016-01-03 14:39:13,128.87,15,5,FALSE
352,2567,2016-01-03 14:48:13,102.7,10,5,FALSE
353,5240,2016-01-03 15:08:02,111.11,10,,FALSE
354,3977,2016-01-03 15:11:44,87.83,10,5,FALSE
355,7005,2016-01-03 15:12:32,157.75,25,,FALSE
356,5036,2016-01-03 15:15:57,120.34,15,,FALSE
357,8256,2016-01-03 15:39:05,88.09,10,,FALSE
358,3017,2016-01-03 15:57:55,131.18,15,,FALSE
359,8642,2016-01-03 15:59:41,135.04,15,,FALSE
360,5832,2016-01-03 16:10:33,128.78,15,,FALSE
361,7612,2016-01-03 16:14:30,155.97,15,5,FALSE
362,2494,2016-01-03 16:14:44,179.3,15,,FALSE
363,7984,2016-01-03 16:20:59,167.38,15,,FALSE
364,6755,2016-01-03 16:27:39,141.46,15,,FALSE
365,2101,2016-01-03 16:31:18,151.65,15,5,FALSE
366,6592,2016-01-03 16:47:59,68.24,10,,FALSE
367,5062,2016-01-03 16:49:44,158.66,15,,FALSE
368,8910,2016-01-03 16:59:56,137.07,15,,FALSE
369,3863,2016-01-03 17:48:16,61.79,10,,FALSE
370,7225,2016-01-03 18:07:17,151.36,25,,FALSE
371,6210,2016-01-03 18:13:43,151.94,15,,FALSE
372,2011,2016-01-03 18:16:23,88.33,10,,FALSE
373,35,2016-01-03 18:20:22,64.56,10,,FALSE
374,3137,2016-01-03 18:20:24,144.35,15,,FALSE
375,5194,2016-01-03 18:23:48,150.16,15,5,FALSE
376,8370,2016-01-03 18:25:14,56.43,10,,FALSE
377,6800,2016-01-03 18:30:22,107.07,10,,FALSE
378,7051,2016-01-03 18:31:07,216.11,25,,FALSE
379,1482,2016-01-03 18:48:38,58.64,10,,FALSE
380,8854,2016-01-03 18:48:46,175.81,15,,FALSE
381,1425,2016-01-03 18:59:26,96.42,10,,FALSE
382,6527,2016-01-03 19:07:56,165.56,15,,FALSE
383,4835,2016-01-03 19:32:39,111.32,10,,FALSE
384,4034,2016-01-03 19:47:43,177.67,15,,FALSE
385,59,2016-01-03 19:49:31,186.28,15,,FALSE
386,1507,2016-01-03 19:55:27,109.07,10,,FALSE
387,4288,2016-01-03 19:56:48,107.17,20,,FALSE
388,7732,2016-01-03 20:19:32,145.33,15,5,FALSE
389,5346,2016-01-03 20:29:29,127.46,15,5,FALSE
390,3929,2016-01-03 20:34:46,110.2,10,,FALSE
391,7056,2016-01-03 21:22:50,102.62,10,,FALSE
392,9371,2016-01-03 21:25:37,129.53,15,,FALSE
393,3199,2016-01-03 21:37:17,102.29,10,,FALSE
394,5954,2016-01-03 21:46:11,104.41,10,,FALSE
395,9684,2016-01-03 22:07:15,103.99,10,,FALSE
396,5512,2016-01-03 22:17:41,131.97,15,,FALSE
397,1722,2016-01-03 22:23:15,142.41,15,,FALSE
398,4191,2016-01-03 22:36:15,116.11,15,,FALSE
399,2178,2016-01-03 22:40:02,174.76,15,,FALSE
400,2072,2016-01-03 22:49:00,150.41,15,,FALSE
401,4547,2016-01-03 22:50:06,139.56,25,,FALSE
402,1659,2016-01-03 22:57:28,142.71,15,,FALSE
403,1970,2016-01-03 23:02:32,122.24,15,,FALSE
404,5956,2016-01-03 23:07:19,148.02,15,5,FALSE
405,830,2016-01-03 23:29:00,191.73,15,,FALSE
406,3311,2016-01-03 23:32:49,116.07,15,,FALSE
407,6767,2016-01-03 23:53:47,149.91,15,,FALSE
408,2915,2016-01-04 0:10:20,84.36,10,,FALSE
409,508,2016-01-04 0:33:16,156.84,15,,FALSE
410,9535,2016-01-04 0:42:02,172.96,15,,FALSE
411,1839,2016-01-04 0:43:18,145.06,25,,FALSE
412,6021,2016-01-04 0:46:43,168.52,15,,FALSE
413,7958,2016-01-04 0:48:06,193.99,15,,FALSE
414,159,2016-01-04 1:14:10,129.13,15,,FALSE
415,9423,2016-01-04 1:14:12,105.39,10,,FALSE
416,9975,2016-01-04 1:14:41,97.5,10,,FALSE
417,3813,2016-01-04 1:24:01,121.15,15,,FALSE
418,1547,2016-01-04 1:28:07,138.17,15,,FALSE
419,2764,2016-01-04 1:44:27,125.12,15,,FALSE
420,7627,2016-01-04 1:45:10,89.45,10,,FALSE
421,3018,2016-01-04 1:45:18,173.33,15,,FALSE
422,4338,2016-01-04 1:46:42,54.84,10,,FALSE
423,7903,2016-01-04 1:47:29,146.69,15,5,FALSE
424,3429,2016-01-04 1:47:46,101.4,10,,FALSE
425,4563,2016-01-04 2:22:59,123.6,15,,FALSE
426,7358,2016-01-04 2:25:18,140.96,15,,FALSE
427,5054,2016-01-04 2:29:29,95.37,10,,FALSE
428,2007,2016-01-04 2:43:26,176.76,15,5,FALSE
429,6401,2016-01-04 2:55:10,63.48,10,5,FALSE
430,669,2016-01-04 3:02:34,127.9,15,,FALSE
431,3376,2016-01-04 3:05:45,177.56,15,,FALSE
432,8629,2016-01-04 3:22:22,131.08,15,,FALSE
433,9494,2016-01-04 3:43:00,103.31,20,,FALSE
434,3007,2016-01-04 3:50:03,160.35,15,,FALSE
435,5603,2016-01-04 3:58:04,190.17,15,,FALSE
436,3895,2016-01-04 4:07:59,133.56,25,,FALSE
437,1339,2016-01-04 4:13:38,187.59,15,,FALSE
438,8810,2016-01-04 4:37:42,188.54,15,5,FALSE
439,9827,2016-01-04 4:40:58,153.32,15,,FALSE
440,2918,2016-01-04 4:49:26,199.17,15,,FALSE
441,9619,2016-01-04 4:56:03,178.83,15,,FALSE
442,5928,2016-01-04 5:22:22,67.15,10,,FALSE
443,5479,2016-01-04 5:23:29,96.54,10,,FALSE
444,5414,2016-01-04 5:35:27,125.48,15,,FALSE
445,5215,2016-01-04 5:35:37,127.42,15,,FALSE
446,3637,2016-01-04 5:54:18,135.83,15,,FALSE
447,8041,2016-01-04 5:59:28,132.26,15,,FALSE
448,7241,2016-01-04 5:59:53,142.17,15,,FALSE
449,3759,2016-01-04 6:16:22,143.09,15,,FALSE
450,2073,2016-01-04 6:18:34,155.4,15,,FALSE
451,5554,2016-01-04 6:24:02,122.96,15,,FALSE
452,2253,2016-01-04 7:02:11,102.2,10,,FALSE
453,7018,2016-01-04 7:16:40,119.2,15,,FALSE
454,8296,2016-01-04 7:17:07,119.23,15,,FALSE
455,3910,2016-01-04 7:21:52,99.47,10,,FALSE
456,8601,2016-01-04 7:24:39,59.67,10,,FALSE
457,2701,2016-01-04 7:27:04,114.94,10,,FALSE
458,8011,2016-01-04 7:27:51,113.3,10,,FALSE
459,7506,2016-01-04 7:34:04,66.69,10,,FALSE
460,5313,2016-01-04 7:43:41,95.14,10,,FALSE
461,3134,2016-01-04 7:46:57,185.78,15,,FALSE
462,5123,2016-01-04 8:01:55,54.97,10,,FALSE
463,3053,2016-01-04 8:03:17,126.45,15,,FALSE
464,6938,2016-01-04 8:23:52,65.66,10,,FALSE
465,8614,2016-01-04 8:25:14,62.72,10,,FALSE
466,750,2016-01-04 8:44:11,149.47,15,,FALSE
